id,date,venue,city,country,latitude,longitude,tour,setlist
4bd3ab82,23-05-1985,Cumberland County Civic Center,"Portland, ME",United States,43.661471,-70.2553259,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3ab83,10-05-1985,Brisbane Festival Hall,Brisbane,Australia,-27.4679357321901,153.028092384338,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3ab8c,08-05-1985,Newcastle Civic Theatre,Newcastle,Australia,-32.9271483615446,151.776466369629,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3ab8d,07-05-1985,Hordern Pavilion,Sydney,Australia,-33.8678499639382,151.207323074341,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3ab8e,06-05-1985,Shellharbour Workers Club,Shellharbour,Australia,-34.59028,150.77119,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3ab8f,05-05-1985,Thebarton Theatre,Adelaide,Australia,-34.9333333,138.6,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3ab88,03-05-1985,Festival Hall,Melbourne,Australia,-37.8139965641595,144.963322877884,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3ab89,02-05-1985,Canberra Theatre,Canberra,Australia,-35.2834624726481,149.128074645996,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3ab8a,25-04-1985,Nakano Sunplaza,Tokyo,Japan,35.69,139.692,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>Die With Your Boots On<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Wrathchild<br>Sanctuary<br>
43d3ab8b,24-04-1985,Osaka Kousei Nenkin Kaikan,Osaka,Japan,34.694,135.502,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br><b>Encore 2:</b><br>
5bd3ab94,22-04-1985,Fukuoka Sunpalace,Fukuoka,Japan,33.5833333,130.4,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3ab95,20-04-1985,Nagoya-shi Koukaidou,Nagoya,Japan,35.105,136.542,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3ab96,19-04-1985,Tokyo Kousei Nenkin Kaikan,Tokyo,Japan,35.69,139.692,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>Die With Your Boots On<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Wrathchild<br>Sanctuary<br>
43d3ab97,17-04-1985,Tokyo Kousei Nenkin Kaikan,Tokyo,Japan,35.69,139.692,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Losfer Words (Big 'Orra)<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3ab90,15-04-1985,Nakano Sunplaza,Tokyo,Japan,35.69,139.692,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3ab91,14-04-1985,Nakano Sunplaza,Tokyo,Japan,35.69,139.692,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3ab92,31-03-1985,Neal S. Blaisdell Arena,"Honolulu, HI",United States,21.3069444,-157.8583333,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3ab93,26-03-1985,"Orange Pavilion, National Orange Show Events Center","San Bernardino, CA",United States,34.1083449,-117.2897652,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3ab9c,25-03-1985,Aladdin Theater,"Las Vegas, NV",United States,36.1749705,-115.137223,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3ab9e,24-03-1985,Compton Terrace,"Chandler, AZ",United States,33.3061605,-111.8412502,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
3d561fb,23-03-1985,San Diego Sports Arena,"San Diego, CA",United States,32.7153292,-117.1572551,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3ab9f,21-03-1985,Cow Palace,"Daly City, CA",United States,37.7057657,-122.4619166,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3ab98,20-03-1985,Selland Arena,"Fresno, CA",United States,36.7477272,-119.7723661,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3ab99,19-03-1985,Lawlor Events Center,"Reno, NV",United States,39.5296329,-119.8138027,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3ab9a,17-03-1985,Long Beach Arena,"Long Beach, CA",United States,33.7669623,-118.1892348,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3ab9b,16-03-1985,Long Beach Arena,"Long Beach, CA",United States,33.7669623,-118.1892348,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3aba4,15-03-1985,Long Beach Arena,"Long Beach, CA",United States,33.7669623,-118.1892348,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3aba5,14-03-1985,Long Beach Arena,"Long Beach, CA",United States,33.7669623,-118.1892348,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3aba6,10-03-1985,Tucson Convention Center,"Tucson, AZ",United States,32.2217429,-110.926479,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3aba7,09-03-1985,Tingley Coliseum,"Albuquerque, NM",United States,35.084,-106.651,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3aba0,08-03-1985,El Paso County Coliseum,"El Paso, TX",United States,31.7587198,-106.4869314,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3aba1,07-03-1985,Municipal Coliseum,"Lubbock, TX",United States,33.5778631,-101.8551665,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3aba2,05-03-1985,HemisFair Arena,"San Antonio, TX",United States,29.4241219,-98.4936282,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br><b>Encore 2:</b><br>
23d2f423,04-03-1985,Reunion Arena,"Dallas, TX",United States,32.7830556,-96.8066667,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3aba3,02-03-1985,Myriad Convention Center,"Oklahoma City, OK",United States,35.4675602,-97.5164276,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3abac,01-03-1985,Waco Convention Center,"Waco, TX",United States,31.549333,-97.1466695,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>
53d3abad,28-02-1985,The Summit,"Houston, TX",United States,29.7632836,-95.3632715,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3abae,27-02-1985,Kiefer UNO Lakefront Arena,"New Orleans, LA",United States,29.955,-90.075,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3abaf,24-02-1985,Mississippi Coast Coliseum,"Biloxi, MS",United States,30.3960318,-88.8853078,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3aba8,23-02-1985,Beaumont Civic Center,"Beaumont, TX",United States,30.0860459,-94.1018461,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3aba9,21-02-1985,Von Braun Civic Center,"Huntsville, AL",United States,34.7303688,-86.5861037,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3abaa,20-02-1985,Boutwell Auditorium,"Birmingham, AL",United States,33.5206608,-86.80249,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
3d5395f,19-02-1985,UTC Arena,"Chattanooga, TN",United States,35.0456297,-85.3096801,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3abab,17-02-1985,Bayfront Center,"St. Petersburg, FL",United States,27.7708606,-82.6792661,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3abb4,16-02-1985,Lakeland Civic Center,"Lakeland, FL",United States,28.0394654,-81.9498042,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3abb5,15-02-1985,Hollywood Sportatorium,"Pembroke Pines, FL",United States,26.0031465,-80.223937,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3abb6,14-02-1985,Lee Civic Centre,"Fort Myers, FL",United States,26.6216798851156,-81.8405914306641,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3abb7,12-02-1985,Jacksonville Memorial Coliseum,"Jacksonville, FL",United States,30.3321838,-81.655651,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3abb0,10-02-1985,Greenville Memorial Auditorium,"Greenville, SC",United States,34.8526176,-82.3940105,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3abb1,09-02-1985,Greensboro Coliseum,"Greensboro, NC",United States,36.0726355,-79.7919754,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3abb2,08-02-1985,Charlotte Coliseum,"Charlotte, NC",United States,35.2270869,-80.8431268,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3abb3,06-02-1985,Knoxville Civic Coliseum,"Knoxville, TN",United States,35.9606384,-83.9207392,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3abbc,05-02-1985,Nashville Municipal Auditorium,"Nashville, TN",United States,36.1658899,-86.7844432,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3abbd,03-02-1985,Mid-South Coliseum,"Memphis, TN",United States,35.1495343,-90.0489801,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3abbe,02-02-1985,The Omni,"Atlanta, GA",United States,33.7489954,-84.3879824,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
43d3abbf,01-02-1985,Freedom Hall Civic Center,"Johnson City, TN",United States,36.3134397,-82.3534727,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
5bd3abb8,31-01-1985,Carolina Coliseum,"Columbia, SC",United States,34.0007104,-81.0348144,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
53d3abb9,29-01-1985,Spectrum,"Philadelphia, PA",United States,39.952335,-75.163789,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
4bd3abba,28-01-1985,Capital Centre,"Landover, MD",United States,38.9340002,-76.8966397,World Slavery Tour,Churchill's Speech (from tape)<br>Aces High<br>2 Minutes to Midnight<br>The Trooper<br>Revelations<br>Flight of Icarus<br>Rime of the Ancient Mariner<br>Powerslave<br>Guitar Solo<br>The Number of the Beast<br>Hallowed Be Thy Name<br>Iron Maiden<br>Run to the Hills<br><b>Encore 1:</b><br>Running Free<br>Sanctuary<br>
