"concert_id","date","venue","city","latitude","longitude","country","tour","song_name"
"43dce377","04-08-2012","Sleep Train Amphitheatre","Wheatland, CA",39.0098947,-121.4230133,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"43dce7eb","03-08-2012","Shoreline Amphitheatre","Mountain View, CA",37.3860517,-122.0838511,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"13dce99d","01-08-2012","USANA Amphitheatre","West Valley City, UT",40.692,-112.001,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"2bdcf0c2","30-07-2012","White River Amphitheatre","Auburn, WA",47.3073228,-122.2284532,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"33dcf4d1","29-07-2012","Pacific Coliseum","Vancouver",49.249657393,-123.119340403,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"23dcfc17","27-07-2012","Rexall Place","Edmonton",53.550135939,-113.468712219,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"5bdc8374","26-07-2012","Scotiabank Saddledome","Calgary",51.050112282,-114.085285152,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"53dc8b75","24-07-2012","MTS Centre","Winnipeg",49.884398624,-97.147044715,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"63dc9a43","21-07-2012","Amphitheater Venue","Cadott, WI",44.9480187,-91.1507031,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"63dca21b","19-07-2012","Klipsch Music Center","Noblesville, IN",40.0455918,-86.0085955,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"53dca741","18-07-2012","DTE Energy Music Theatre","Clarkston, MI",42.7086411,-83.4396633,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"3bdcacf0","16-07-2012","Darien Lake Performing Arts Center","Darien Center, NY",42.9011709,-78.3886312,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"4bdcb77a","14-07-2012","Centennial Park","Sarnia",42.96677575,-82.383127601,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"4bdcbbe6","13-07-2012","Molson Amphitheatre","Toronto",43.700113788,-79.416304194,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"7bdf4250","11-07-2012","Centre Bell","Montreal",45.5088375,-73.587809,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"3df4d8b","08-07-2012","Colisée Pepsi","Quebec City",46.812,-71.215,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"73df5609","07-07-2012","LeBreton Flats Park","Ottawa",45.4209405046496,-75.6902861595154,"Canada","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"4bdf5f56","05-07-2012","First Midwest Bank Amphitheatre","Tinley Park, IL",41.5733669,-87.7844944,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"33df6039","04-07-2012","Marcus Amphitheater","Milwaukee, WI",43.0389025,-87.9064736,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"bdf6982","02-07-2012","Prudential Center","Newark, NJ",40.735657,-74.1723667,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"1bdf71f8","30-06-2012","Jiffy Lube Live","Bristow, VA",38.7228946,-77.5361005,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"33df743d","29-06-2012","Susquehanna Bank Center","Camden, NJ",39.9259463,-75.1196199,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"73df0295","27-06-2012","Nikon at Jones Beach Theater","Wantagh, NY",40.6837121,-73.5101258,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"1bdf0170","26-06-2012","Comcast Center","Mansfield, MA",42.0334326,-71.2189405,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"13df11c1","23-06-2012","Aaron's Amphitheatre at Lakewood","Atlanta, GA",33.7489954,-84.3879824,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Phantom of the Opera<br>10. Run to the Hills<br>11. Wasted Years<br>12. Seventh Son of a Seventh Son<br>13. The Clairvoyant<br>14. Fear of the Dark<br>15. Iron Maiden<br>16. Churchill's Speech (from tape<br>17. Aces High<br>18. The Evil That Men Do<br>19. Running Free<br>20. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"6bdf1ea6","21-06-2012","Verizon Wireless Amphitheatre","Charlotte, NC",35.2270869,-80.8431268,"United States","Maiden England","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Moonchild<br>3. Can I Play With Madness<br>4. The Prisoner<br>5. 2 Minutes to Midnight<br>6. Afraid to Shoot Strangers<br>7. The Trooper<br>8. The Number of the Beast<br>9. Toccata and Fugue in D minor, BWV 565 (from tape, oringinally by Johann Christoph Friedrich Bach)<br>10. Phantom of the Opera<br>11. Run to the Hills<br>12. Wasted Years<br>13. Seventh Son of a Seventh Son<br>14. The Clairvoyant<br>15. Fear of the Dark<br>16. Iron Maiden<br>17. Churchill's Speech (from tape<br>18. Aces High<br>19. The Evil That Men Do<br>20. Running Free<br>21. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"63d0924b","06-08-2011","The O2 Arena","London",51.5084152563931,-0.125532746315002,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"23d0907f","05-08-2011","The O2 Arena","London",51.5084152563931,-0.125532746315002,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"2bd0948a","03-08-2011","Odyssey Arena","Belfast",54.5833333,-5.9333333,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Wicker Man<br>9. Blood Brothers<br>10. When the Wild Wind Blows<br>11. The Evil That Men Do<br>12. Fear of the Dark<br>13. Iron Maiden<br>14. The Number of the Beast<br>15. Hallowed Be Thy Name<br>16. Running Free<br>17. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"23d09867","01-08-2011","Motorpoint Arena Cardiff","Cardiff",51.48,-3.18,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"53d09f51","31-07-2011","National Indoor Arena","Birmingham",52.4666667,-1.9166667,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"33d0a4bd","28-07-2011","Manchester Evening News Arena","Manchester",53.4809464283615,-2.23743438720703,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"bd0a5de","27-07-2011","Trent FM Arena Nottingham","Nottingham",52.9536023000285,-1.15047454833984,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"23d0ac27","24-07-2011","Motorpoint Arena","Sheffield",53.383,-1.466,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"6bd0b2ea","23-07-2011","Metro Radio Arena","Newcastle upon Tyne",54.973,-1.614,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"6bd0b67e","21-07-2011","Aberdeen Exhibition and Conference Centre","Aberdeen",57.1333333,-2.1,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"7bd0ba54","20-07-2011","Scottish Exhibition and Conference Centre","Glasgow",55.8333333,-4.25,"United Kingdom","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"3d0bdff","16-07-2011","Open Air Getafe","Getafe",40.3057126677094,-3.73294830322266,"Spain","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"1bd3456c","14-07-2011","Algarve Bikers Festival Grounds","Faro",37.0166667,-7.9333333,"Portugal","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
"53d35335","10-07-2011","SKK Arena","Saint Petersburg",59.894,30.264,"Russia","The Final Frontier World Tour","1. Doctor Doctor (from tape, oringinally by UFO)<br>2. Satellite 15... The Final Frontier<br>3. El Dorado<br>4. 2 Minutes to Midnight<br>5. The Talisman<br>6. Coming Home<br>7. Dance of Death<br>8. The Trooper<br>9. The Wicker Man<br>10. Blood Brothers<br>11. When the Wild Wind Blows<br>12. The Evil That Men Do<br>13. Fear of the Dark<br>14. Iron Maiden<br>15. The Number of the Beast<br>16. Hallowed Be Thy Name<br>17. Running Free<br>18. Always Look on the Bright Side of Life (from tape, oringinally by Monty Python)"
